customer_id,customer_name,email,registration_date,customer_type,email_valid
400,Brian Snow,ffisher@example.org,2025-10-26,VIP,True
401,Charles Best,rwest@example.org,2025-06-23,REGULAR,True
402,Jennifer Cook,pamela51@example.com,2026-01-14,REGULAR,True
403,Jennifer Quinn,rebeccawashington@example.com,2025-01-23,PREMIUM,True
404,Christian Phelps,serranomiranda@example.org,2025-07-06,VIP,True
405,Amy Robinson,jonesgary@example.com,2026-04-11,REGULAR,True
406,John Silva,wadestephen@example.com,2025-10-11,REGULAR,True
407,Nicholas Fleming,paige90@example.net,2025-03-26,VIP,True
408,Kelsey Montgomery,barbaramorgan@example.com,2024-08-23,REGULAR,True
409,Jessica Garcia,stantonzachary@example.org,2025-01-15,PREMIUM,True
410,Ronald Santiago,amandacook@example.com,2024-12-22,PREMIUM,True
411,Frank Burton,ucarroll@example.com,2026-02-25,REGULAR,True
412,Emily Ward,justin01@example.net,2024-12-03,VIP,True
413,Kenneth Miller,whitney74@example.com,2024-07-21,PREMIUM,True
414,Johnathan Morrison,smithedward@example.org,2025-01-30,VIP,True
415,Wayne Evans,rebeccahayes@example.com,2024-10-15,REGULAR,True
416,Kristina Wood,acevedoashley@example.net,2024-03-31,REGULAR,True
417,Mark Miller,gonzalesmichael@example.com,2024-06-07,PREMIUM,True
418,Gary Morrison,reginaarmstrong@example.com,2023-12-29,PREMIUM,True
419,Roberto Jimenez,anna00@example.org,2024-08-21,VIP,True
420,Michael Webster,arthurjackson@example.org,2026-05-10,PREMIUM,True
421,Gabrielle Garner,jenniferbowers@example.net,2025-03-26,PREMIUM,True
422,Kyle Harrington,marthareed@example.com,2025-11-30,REGULAR,True
423,Linda Marsh,rojasjuan@example.net,2025-09-21,VIP,True
424,Nathaniel Sandoval,patrick44@example.net,2025-08-26,REGULAR,True
425,Karen Ayers,mbarber@example.com,2024-05-26,PREMIUM,True
426,Thomas Steele,ocox@example.com,2026-06-02,VIP,True
427,Kimberly Holmes,ravenbrown@example.com,2024-12-06,REGULAR,True
428,Joseph Jensen,gordoncrystal@example.com,2025-08-31,REGULAR,True
429,Christopher Rogers,melissabarnes@example.org,2025-10-13,REGULAR,True
430,Janet Torres,jnelson@example.net,2026-02-18,REGULAR,True
431,Nicole Russo,mclaughlinsarah@example.org,2023-08-12,REGULAR,True
432,Jason Sampson,bowmantaylor@example.net,2026-04-30,REGULAR,True
433,Carly Parker,dmathews@example.net,2024-12-14,VIP,True
434,Heather James,lewischad@example.com,2025-03-26,PREMIUM,True
435,Jason Bruce,rossmatthew@example.net,2023-10-16,REGULAR,True
436,Cody Ramirez,melissawilliams@example.org,2024-11-04,REGULAR,True
437,Sara Ortega,vaughangary@example.org,2024-09-25,REGULAR,True
438,Herbert Gilmore,marycopeland@example.com,2023-12-26,REGULAR,True
439,Daniel Wells,umartinez@example.net,2026-03-11,REGULAR,True
440,Peter Davis,billymiranda@example.net,2024-01-12,REGULAR,True
441,Paula Beltran,batesmadison@example.org,2025-09-10,PREMIUM,True
442,Victor Patton,megan26@example.org,2024-01-10,PREMIUM,True
443,Pamela Flowers,nicholas11@example.com,2025-05-12,PREMIUM,True
444,Jessica Hopkins,fryekathleen@example.com,2024-02-20,VIP,True
445,Helen Brown,travis77@example.org,2024-06-30,VIP,True
446,Taylor Monroe,brenda11@example.net,2024-02-18,REGULAR,True
447,William Krause,miguel53@example.org,2025-10-04,VIP,True
448,Joshua Parsons,nhartman@example.com,2025-02-10,VIP,True
449,Laura Diaz,katherine42@example.org,2025-02-11,PREMIUM,True
450,Antonio Morris,dennis90@example.org,2024-03-12,PREMIUM,True
451,Todd Ramos,rpoole@example.org,2026-06-02,REGULAR,True
452,Michael Martinez,coopertaylor@example.com,2023-12-20,REGULAR,True
453,Brett Harris,ipratt@example.com,2024-11-17,REGULAR,True
454,Fernando Lee,gjackson@example.com,2024-12-02,PREMIUM,True
455,Elizabeth Jones,rebecca26@example.net,2024-06-24,REGULAR,True
456,Taylor Christensen,fmcdonald@example.com,2024-08-22,VIP,True
457,Curtis Johnson,megan24@example.com,2025-03-21,REGULAR,True
458,Brady Miller DDS,sara75@example.com,2025-05-09,PREMIUM,True
459,Theresa Burns,esoto@example.net,2026-01-24,REGULAR,True
460,Lindsey Ewing,allisonwalker@example.org,2026-02-24,PREMIUM,True
461,Anna Stephens,barbercollin@example.net,2023-11-09,VIP,True
462,Michele Russell,roberttaylor@example.com,2025-09-18,REGULAR,True
463,Nancy Roy,kaguilar@example.org,2026-03-19,REGULAR,True
464,Sabrina Meyer,michael67@example.com,2026-02-03,REGULAR,True
465,Aaron Chavez,leejonathan@example.net,2025-08-03,VIP,True
466,Casey Johnson,etorres@example.org,2024-02-14,REGULAR,True
467,Mrs. Karen Perry,kimberly66@example.org,2024-12-08,REGULAR,True
468,Donald Morris,jessicagardner@example.net,2024-08-22,REGULAR,True
469,Sarah Hernandez,muellermary@example.com,2024-08-02,REGULAR,True
470,Jennifer Garcia,muellersherry@example.com,2024-03-18,REGULAR,True
471,Brandon Rivera,anthonyjason@example.org,2025-11-15,PREMIUM,True
472,Robert Stephens,iclark@example.org,2026-05-14,PREMIUM,True
473,Sharon Sutton,brivas@example.com,2025-04-03,VIP,True
474,Jack Morales,watsonsara@example.net,2023-08-22,PREMIUM,True
475,John Kerr,christianjensen@example.net,2024-04-22,REGULAR,True
476,Stephen Griffin,tommybradley@example.com,2024-07-09,PREMIUM,True
477,Ronald Walker,rebecca14@example.org,2025-12-10,VIP,True
478,Nicholas Archer,julia74@example.com,2025-06-19,REGULAR,True
479,Thomas Cooley,katiewilcox@example.org,2024-11-21,PREMIUM,True
480,Maria Hinton,oball@example.net,2024-06-17,VIP,True
481,Patricia Swanson,richardvasquez@example.org,2025-01-02,REGULAR,True
482,Dustin Nguyen,xsilva@example.org,2024-07-08,REGULAR,True
483,Michael Hall,cynthia91@example.net,2026-06-07,PREMIUM,True
484,Donald Lane,garciabilly@example.net,2024-02-18,REGULAR,True
485,Mr. Brian Anderson,dylanrodgers@example.org,2025-08-19,REGULAR,True
486,Ruth Thompson,dnicholson@example.net,2023-07-23,VIP,True
487,Justin Johnson,eric09@example.net,2025-09-25,PREMIUM,True
488,Darren Garrison,jessicaadams@example.com,2024-10-11,PREMIUM,True
489,Andrew Walker,davislacey@example.net,2026-03-11,REGULAR,True
490,Christina Callahan,oliviaphillips@example.net,2025-10-17,PREMIUM,True
491,Cindy Kelly,znunez@example.net,2025-04-20,VIP,True
492,Holly Case,ortizthomas@example.net,2023-12-01,PREMIUM,True
493,George Wagner,david88@example.com,2024-01-21,REGULAR,True
494,Christian Bennett,victoriajenkins@example.org,2023-11-08,REGULAR,True
495,Katherine Johnson,simmonsjoshua@example.net,2023-08-06,PREMIUM,True
496,Anne Hogan,toni12@example.org,2023-08-16,PREMIUM,True
497,Heather Bell,rebekah19@example.net,2026-01-06,REGULAR,True
498,Jeffrey Green,benjamin98@example.net,2025-07-16,VIP,True
499,Jared Simmons,sdavis@example.net,2024-10-22,REGULAR,True
500,Matthew Cuevas,antoniofarmer@example.net,2025-10-13,REGULAR,True
