customer_id,customer_name,email,registration_date,customer_type
424,Nathaniel Sandoval,patrick44@example.net,2025-08-26,REGULAR
425,Karen Ayers,mbarber@example.com,2024-05-26,PREMIUM
426,Thomas Steele,ocox@example.com,2026-06-02,VIP
427,Kimberly Holmes,ravenbrown@example.com,2024-12-06,REGULAR
428,Joseph Jensen,gordoncrystal@example.com,2025-08-31,REGULAR
429,Christopher Rogers,melissabarnes@example.org,2025-10-13,REGULAR
430,Janet Torres,jnelson@example.net,2026-02-18,REGULAR
431,Nicole Russo,mclaughlinsarah@example.org,2023-08-12,REGULAR
432,Jason Sampson,bowmantaylor@example.net,2026-04-30,REGULAR
433,Carly Parker,dmathews@example.net,2024-12-14,VIP
434,Heather James,lewischad@example.com,2025-03-26,PREMIUM
435,Jason Bruce,rossmatthew@example.net,2023-10-16,REGULAR
436,Cody Ramirez,melissawilliams@example.org,2024-11-04,REGULAR
437,Sara Ortega,vaughangary@example.org,2024-09-25,REGULAR
438,Herbert Gilmore,marycopeland@example.com,2023-12-26,REGULAR
439,Daniel Wells,umartinez@example.net,2026-03-11,REGULAR
440,Peter Davis,billymiranda@example.net,2024-01-12,REGULAR
441,Paula Beltran,batesmadison@example.org,2025-09-10,PREMIUM
442,Victor Patton,megan26@example.org,2024-01-10,PREMIUM
443,Pamela Flowers,nicholas11@example.com,2025-05-12,PREMIUM
444,Jessica Hopkins,fryekathleen@example.com,2024-02-20,VIP
445,Helen Brown,travis77@example.org,2024-06-30,VIP
446,Taylor Monroe,brenda11@example.net,2024-02-18,REGULAR
447,William Krause,miguel53@example.org,2025-10-04,VIP
448,Joshua Parsons,nhartman@example.com,2025-02-10,VIP
449,Laura Diaz,katherine42@example.org,2025-02-11,PREMIUM
450,Antonio Morris,dennis90@example.org,2024-03-12,PREMIUM
451,Todd Ramos,rpoole@example.org,2026-06-02,REGULAR
452,Michael Martinez,coopertaylor@example.com,2023-12-20,REGULAR
453,Brett Harris,ipratt@example.com,2024-11-17,REGULAR
454,Fernando Lee,gjackson@example.com,2024-12-02,PREMIUM
455,Elizabeth Jones,rebecca26@example.net,2024-06-24,REGULAR
456,Taylor Christensen,fmcdonald@example.com,2024-08-22,VIP
457,Curtis Johnson,megan24@example.com,2025-03-21,REGULAR
458,Brady Miller DDS,sara75@example.com,2025-05-09,PREMIUM
459,Theresa Burns,esoto@example.net,2026-01-24,REGULAR
460,Lindsey Ewing,allisonwalker@example.org,2026-02-24,PREMIUM
461,Anna Stephens,barbercollin@example.net,2023-11-09,VIP
462,Michele Russell,roberttaylor@example.com,2025-09-18,REGULAR
463,Nancy Roy,kaguilar@example.org,2026-03-19,REGULAR
464,Sabrina Meyer,michael67@example.com,2026-02-03,REGULAR
465,Aaron Chavez,leejonathan@example.net,2025-08-03,VIP
466,Casey Johnson,etorres@example.org,2024-02-14,REGULAR
467,Mrs. Karen Perry,kimberly66@example.org,2024-12-08,REGULAR
468,Donald Morris,jessicagardner@example.net,2024-08-22,REGULAR
469,Sarah Hernandez,muellermary@example.com,2024-08-02,REGULAR
470,Jennifer Garcia,muellersherry@example.com,2024-03-18,REGULAR
471,Brandon Rivera,anthonyjason@example.org,2025-11-15,PREMIUM
472,Robert Stephens,iclark@example.org,2026-05-14,PREMIUM
473,Sharon Sutton,brivas@example.com,2025-04-03,VIP
474,Jack Morales,watsonsara@example.net,2023-08-22,PREMIUM
475,John Kerr,christianjensen@example.net,2024-04-22,REGULAR
476,Stephen Griffin,tommybradley@example.com,2024-07-09,PREMIUM
477,Ronald Walker,rebecca14@example.org,2025-12-10,VIP
478,Nicholas Archer,julia74@example.com,2025-06-19,REGULAR
479,Thomas Cooley,katiewilcox@example.org,2024-11-21,PREMIUM
480,Maria Hinton,oball@example.net,2024-06-17,VIP
481,Patricia Swanson,richardvasquez@example.org,2025-01-02,REGULAR
482,Dustin Nguyen,xsilva@example.org,2024-07-08,REGULAR
483,Michael Hall,cynthia91@example.net,2026-06-07,PREMIUM
484,Donald Lane,garciabilly@example.net,2024-02-18,REGULAR
485,Mr. Brian Anderson,dylanrodgers@example.org,2025-08-19,REGULAR
486,Ruth Thompson,dnicholson@example.net,2023-07-23,VIP
487,Justin Johnson,eric09@example.net,2025-09-25,PREMIUM
488,Darren Garrison,jessicaadams@example.com,2024-10-11,PREMIUM
489,Andrew Walker,davislacey@example.net,2026-03-11,REGULAR
490,Christina Callahan,oliviaphillips@example.net,2025-10-17,PREMIUM
491,Cindy Kelly,znunez@example.net,2025-04-20,VIP
492,Holly Case,ortizthomas@example.net,2023-12-01,PREMIUM
493,George Wagner,david88@example.com,2024-01-21,REGULAR
494,Christian Bennett,victoriajenkins@example.org,2023-11-08,REGULAR
495,Katherine Johnson,simmonsjoshua@example.net,2023-08-06,PREMIUM
496,Anne Hogan,toni12@example.org,2023-08-16,PREMIUM
497,Heather Bell,rebekah19@example.net,2026-01-06,REGULAR
498,Jeffrey Green,benjamin98@example.net,2025-07-16,VIP
499,Jared Simmons,sdavis@example.net,2024-10-22,REGULAR
500,Matthew Cuevas,antoniofarmer@example.net,2025-10-13,REGULAR
